category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,24442,16.28,6.63807,0.246989,17.455,875.335,892.79,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24442_-1.root",OK
signal,24443,16.198,7.20409,0.272669,17.365,870.875,888.24,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24443_-1.root",OK
signal,24444,16.187,6.35217,0.25357,17.36,870.479,887.839,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24444_-1.root",OK
signal,24445,16.305,7.13141,0.631027,17.48,876.776,894.256,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24445_-1.root",OK
signal,24446,16.186,5.95218,0.327087,17.351,870.362,887.713,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24446_-1.root",OK
signal,24447,16.166,6.36735,0.263961,17.322,869.292,886.614,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24447_-1.root",OK
signal,24448,16.288,6.95305,0.423696,17.46,875.792,893.252,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24448_-1.root",OK
signal,24449,16.255,6.46349,0.24711,17.42,873.883,891.303,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24449_-1.root",OK
signal,24450,16.23,6.47682,0.243934,17.393,872.654,890.047,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24450_-1.root",OK
signal,24451,16.193,6.82403,0.260166,17.359,870.576,887.935,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24451_-1.root",OK
signal,24452,16.385,6.42471,0.23935,17.568,880.774,898.342,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24452_-1.root",OK
signal,24453,16.318,7.09249,0.254155,17.49,877.1,894.59,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24453_-1.root",OK
signal,24454,8.172,7.2184,0.307786,8.787,450.543,459.33,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24454_-1.root",OK
signal,24508,16.244,6.25926,0.295356,17.401,872.686,890.087,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24508_-1.root",OK
signal,24509,16.283,5.68959,0.237827,17.431,874.387,891.818,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24509_-1.root",OK
signal,24510,16.291,6.19638,0.25711,17.442,874.518,891.96,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24510_-1.root",OK
signal,24511,16.378,6.65775,0.245182,17.529,879.376,896.905,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24511_-1.root",OK
signal,24512,8.257,6.79761,0.299525,8.877,454.936,463.813,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24512_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,6.54163975427
# FIT_Cerr,0.0644588673002
# FIT_chi2,39.7402492209
# FIT_ndf,17
# FIT_chi2ndf,2.33766171887
# FIT_prob,0.00140793250614
