category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,yield,yield_err,rootfile,status
signal,25205,31.166,57.751,8085655,140008.9176,27.0875,0.371615,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25205_-1.root",OK
signal,25206,30.851,56.718,7955115,140257.3257,26.7044,0.372699,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25206_-1.root",OK
signal,25207,31.933,61.049,8566935,140328.8342,27.2474,0.361962,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25207_-1.root",OK
signal,25208,32.074,47.363,6648173,140366.383,26.461,0.408043,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25208_-1.root",OK
signal,25210,15.718,28.921,4104111,141907.645,27.4659,0.463393,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25210_-1.root",OK
signal,25211,15.89,28.779,4083071,141876.7504,28.3322,0.469281,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25211_-1.root",OK
signal,25217,31.868,56.66,7973190,140719.9082,26.0891,0.371273,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25217_-1.root",OK
signal,25218,30.8,62.91,8856338,140777.9049,26.0894,0.351118,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25218_-1.root",OK
signal,25219,31.872,64.54,9079078,140673.6597,26.6669,0.349337,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25219_-1.root",OK
signal,25220,15.996,31.011,4397564,141806.5848,28.2559,0.449699,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25220_-1.root",OK
signal,25221,16.042,28.35,4024166,141945.8907,27.3098,0.467048,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25221_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,140969.982206
# FIT_cerr,228.590661902
# FIT_chi2,5747905.97797
# FIT_ndf,10
# FIT_chi2ndf,574790.597797
# FIT_prob,0
